,Date,GID,Pos,Name,Starter,DK Pts,DK Salary,Team,H/A,Oppt,Team Score,Oppt Score,Minutes,Stat line
0,20181115,4224,PG/SG,James Harden,1,40.75,"$10,700",hou,H,gsw,107,86,32.08,27pt 3rb 3as 2st 1to 4trey 8-23fg 7-8ft
1,20181115,3786,PG,Chris Paul,1,36.75,"$8,000",hou,H,gsw,107,86,28.20,10pt 5rb 7as 3st 2bl 2to 2trey 4-10fg
2,20181115,4678,SG,Gary Harris,1,32.25,"$6,100",den,H,atl,138,93,27.27,18pt 3rb 4as 2bl 1to 2trey 7-9fg 2-3ft
3,20181115,4954,PG/SG,Jamal Murray,,29.5,"$6,500",den,H,atl,138,93,23.08,14pt 4rb 5as 1bl 1to 3trey 4-10fg 3-3ft
4,20181115,3816,PG/SG,Louis Williams,,29.25,"$6,000",lac,H,sas,116,111,28.08,23pt 3rb 2as 2to 1trey 9-20fg 4-4ft
5,20181115,4297,PG/SG,Jeremy Lin,,29.25,"$3,900",atl,A,den,93,138,25.23,16pt 5rb 5as 4to 3trey 4-10fg 5-7ft
6,20181115,4234,PG/SG,Patrick Beverley,1,27.25,"$4,700",lac,H,sas,116,111,25.33,10pt 7rb 4as 1st 1to 2trey 4-11fg
7,20181115,4245,PG/SG,Patty Mills,,25.5,"$3,800",sas,A,lac,111,116,33.25,12pt 4rb 5as 2trey 5-14fg
8,20181115,4999,SG,Malik Beasley,,25.25,"$3,100",den,H,atl,138,93,23.60,15pt 3rb 3as 1st 1to 1trey 6-14fg 2-3ft
9,20181115,4077,PG/SG,Eric Gordon,,24.0,"$5,000",hou,H,gsw,107,86,29.07,17pt 3as 1st 2to 3trey 5-13fg 4-4ft
10,20181115,4995,PG/SG,Bryn Forbes,1,23.75,"$3,900",sas,A,lac,111,116,33.28,17pt 1rb 2as 5trey 5-11fg 2-3ft
11,20181115,5754,SG,Kevin Huerter,,17.25,"$3,200",atl,A,den,93,138,28.13,10pt 3rb 1as 1st 2to 2trey 4-10fg 0-1ft
12,20181115,4863,PG,Quinn Cook,,16.5,"$5,700",gsw,A,hou,86,107,24.45,11pt 2rb 1as 3trey 4-8fg
13,20181115,4367,SG,Klay Thompson,1,16.25,"$7,400",gsw,A,hou,86,107,29.45,10pt 3rb 2bl 3to 5-16fg
14,20181115,5191,PG,Monte Morris,1,15.5,"$4,100",den,H,atl,138,93,29.15,8pt 2rb 2as 1st 4-9fg
15,20181115,5708,PG,Trae Young,1,15.5,"$7,300",atl,A,den,93,138,26.60,6pt 2rb 5as 1st 5to 2-11fg 2-2ft
16,20181115,5690,PG,Shai Gilgeous-Alexander,1,14.25,"$5,300",lac,H,sas,116,111,27.08,9pt 5rb 2to 4-9fg 1-2ft
17,20181115,5158,PG,Tyler Dorsey,,14.0,"$3,000",atl,A,den,93,138,19.12,3pt 6rb 1as 1st 1-5fg 1-1ft
18,20181115,2448,SG,Vince Carter,,13.75,"$3,300",atl,A,den,93,138,16.48,11pt 1rb 3trey 4-6fg
19,20181115,5234,SG,Sindarius Thornwell,,12.0,"$3,000",lac,H,sas,116,111,12.35,2pt 4rb 2as 1bl 2-2ft
20,20181115,3651,PG,Shaun Livingston,,11.0,"$3,000",gsw,A,hou,86,107,16.27,2pt 2rb 3as 1st 1-4fg
21,20181115,5231,PG/SG,Tyrone Wallace,,10.25,"$3,000",lac,H,sas,116,111,15.52,9pt 1rb 3-5fg 3-4ft
22,20181115,5696,PG,DeVaughn Akoon-Purcell,,9.5,"$3,000",den,H,atl,138,93, 5.93,2pt 2rb 2as 1st 1-3fg
23,20181115,5673,SG,Jacob Evans III,,8.25,"$3,000",gsw,A,hou,86,107,11.12,3pt 3rb 1as 1to 1trey 1-3fg
24,20181115,4575,PG,Michael Carter-Williams,,3.75,"$3,300",hou,H,gsw,107,86, 3.72,1pt 1rb 1as 0-1fg 1-2ft
25,20181115,5148,PG,Derrick White,1,3.5,"$4,800",sas,A,lac,111,116,16.58,0pt 2rb 1as 1to 0-5fg
26,20181115,5224,SG,Daniel Hamilton,,0.5,"$3,000",atl,A,den,93,138, 7.90,1pt 1to 0-2fg 1-2ft
