Name,DFS Guru,Last 5 Games Avg,RotoQL,Season Avg
Bogdan Bogdanovic,21.10334742,23.35,21.75203349,21.4
Emmanuel Mudiay,19.13410033,19.75,19.46671963,19.0
Cody Zeller,27.33855231,24.75,28.01612766,21.3
Jonas Jerebko,21.82786118,21.05,22.57295335,17.2
Noah Vonleh,24.97737711,22.4,23.67070389,23.3
Terry Rozier,19.58131225,16.0,18.70196084,19.2
JaMychal Green,18.89442973,21.35,18.5695001,23.9
Bryn Forbes,17.71940694,21.0,18.22484486,20.9
Mikal Bridges,18.45378876,20.35,18.2335168,16.1
Derrick White,12.6120771,12.55,12.30171123,14.9
Thaddeus Young,22.76501179,18.1,22.57313822,21.3
Jeremy Lin,21.86262785,20.25,22.22053856,18.1
Shelvin Mack,20.47706954,22.3,20.05428384,22.0
Kevin Knox,12.96694021,15.8,12.45146287,13.3
Josh Hart,20.61531933,19.05,20.46605012,22.3
Mike Muscala,22.10640158,21.0,21.5174841,17.3
James Ennis III,18.87018159,16.25,18.7516232,15.4
Miles Bridges,19.00335458,17.8,19.81108819,16.7
Allen Crabbe,19.83352084,13.7,18.47285387,14.2
Allonzo Trier,12.58785362,18.3,11.98565972,18.1
Cory Joseph,19.63348795,22.05,19.42644819,19.0
Dante Cunningham,15.49131156,19.0,14.71736686,14.7
Marcus Smart,18.24048692,15.55,18.16330746,18.4
Sam Dekker,0.0,0.0,0.0,0.0
George Hill,0.0,0.0,0.0,0.0
DeMarre Carroll,18.71706317,18.75,18.36678474,17.0
Pau Gasol,0.0,0.0,0.0,0.0
Ryan Arcidiacono,19.96144297,20.45,21.29397485,18.4
Isaiah Canaan,20.17322274,16.25,19.72080401,18.6
Ed Davis,16.21355479,21.05,16.83494391,18.8
Trey Lyles,19.61993313,17.0,18.87300489,20.5
Langston Galloway,19.00955703,19.7,17.77304605,16.4
Dorian Finney-Smith,22.98056974,22.65,23.19105112,19.1
Marvin Williams,20.85044152,16.1,20.59471062,17.8
Kevon Looney,20.00800083,17.3,19.68465167,16.1
Shaquille Harrison,19.73837613,21.8,19.88422973,19.7
OG Anunoby,0.0,18.7,0.0,0.0
Pat Connaughton,17.58954466,21.3,20.11839115,17.4
Gary Clark,17.88998603,16.65,17.9899017,12.5
Marco Belinelli,16.26646574,15.55,15.95257357,17.6
Ish Smith,17.19406115,18.3,16.56822989,19.5
Patty Mills,15.85223808,18.65,16.22301818,19.0
Stanley Johnson,13.54233465,24.55,13.44848891,18.6
Tony Parker,15.16146527,18.1,15.88874742,19.0
DeAndre' Bembry,16.22860793,16.7,15.69645298,20.0
Delon Wright,22.81786035,14.55,21.91709031,12.5
Andre Iguodala,21.04235584,19.4,20.44510192,15.1
David Nwaba,20.77395783,18.15,21.22791815,11.3
Iman Shumpert,20.09465273,20.25,20.49755401,20.1
Josh Okogie,0.0,12.9,0.0,0.0
Kentavious Caldwell-Pope,17.08098236,21.5,16.54839955,13.0
Michael Kidd-Gilchrist,0.0,0.0,0.0,0.0
Omari Spellman,0.0,0.0,0.0,0.0
Glenn Robinson III,12.6203754,11.9,11.69365784,10.1
Greg Monroe,0.0,10.95,0.0,0.0
Carmelo Anthony,0.0,21.35,0.0,0.0
J.R. Smith,0.0,15.25,0.0,0.0
Mitchell Robinson,13.16784412,17.95,12.83682275,16.0
Tyus Jones,8.103418756,10.4,7.905782725,13.3
Lorenzo Brown,13.54760136,9.1,15.48300752,7.8
Dwight Powell,0.0,18.0,0.0,0.0
Malachi Richardson,9.952753507,3.05,10.66503817,3.1
Josh Jackson,13.35549609,15.65,13.44277692,13.7
Ersan Ilyasova,18.34490733,11.55,18.21708349,18.8
Hamidou Diallo,14.26411887,13.8,14.53762886,12.4
Jalen Brunson,11.06095308,13.25,11.34380094,9.9
Mario Hezonja,17.44479153,14.25,16.70397562,16.7
Nerlens Noel,0.0,0.0,0.0,0.0
T.J. McConnell,9.001065876,11.75,9.421012481,11.3
Wilson Chandler,21.52124178,12.05,21.76766389,11.8
Gerald Green,7.513227699,8.75,7.014690844,12.2
Guillermo Hernangomez,0.0,0.0,0.0,0.0
Malik Monk,12.75227681,11.35,12.63728642,18.3
Aaron Holiday,16.73444385,10.4,15.59128933,8.3
Dante Exum,16.33152071,14.0,15.67356085,14.0
Damian Jones,17.83412966,14.15,16.7715075,14.4
Aron Baynes,12.59549761,16.4,13.28365713,13.8
Cheick Diallo,0.0,12.55,0.0,0.0
Wesley Johnson,16.46394402,13.75,15.97068807,13.2
Andrew Harrison,12.37016387,10.1,12.29600143,10.1
Furkan Korkmaz,11.59889063,14.25,12.73974398,9.2
Kevin Huerter,10.90282008,10.15,10.67222708,13.3
Markelle Fultz,0.0,0.0,0.0,0.0
Isaiah Hartenstein,6.699948388,9.5,6.685057177,6.9
Frank Ntilikina,15.47011078,8.85,15.22019958,16.1
Damyean Dotson,4.407061729,11.95,4.433610647,19.7
Jordan Bell,8.967176356,10.45,8.351280816,9.8
Mason Plumlee,14.20300292,13.8,14.34520629,16.9
Alex Poythress,0.0,0.0,0.0,0.0
Zach Collins,16.30378933,12.1,17.08836761,17.9
Tyson Chandler,19.4698476,15.15,18.82104566,13.5
Moe Harkless,0.0,0.0,0.0,0.0
Richaun Holmes,15.48633184,13.95,15.84128596,10.4
Jon Leuer,0.0,6.55,0.0,0.0
Timothe Luwawu-Cabarrot,3.924170715,8.25,4.081721439,4.7
Devin Harris,10.78563824,12.3,10.92998838,10.5
Nene Hilario,0.0,0.0,0.0,0.0
Jared Dudley,14.75091891,12.95,13.49104962,13.6
Gorgui Dieng,9.312478127,9.05,9.407696056,13.6
C.J. Miles,0.0,11.55,0.0,0.0
Shabazz Napier,9.323968522,11.05,9.584692454,13.3
Chandler Hutchison,0.0,14.15,0.0,0.0
Kyle O'Quinn,1.215391126,3.1,1.212310074,8.3
Alfonzo McKinnie,0.0,0.0,0.0,0.0
Justin Jackson,9.400040713,9.35,9.689762869,13.9
Antonio Blakeney,18.81908435,15.3,19.91899233,16.2
Frank Mason III,11.9954786,9.8,12.3767448,14.3
Davis Bertans,9.899623093,12.65,9.814524883,11.9
Zaza Pachulia,9.883899754,8.7,9.268997673,12.1
Vince Carter,11.54905704,13.85,11.55775997,13.8
Ian Clark,11.94401078,9.4,11.03242248,9.7
Landry Shamet,12.52631881,10.7,12.02851229,12.2
Lance Stephenson,17.96467537,18.7,18.35823769,18.0
Ante Zizic,12.49292918,11.45,11.87893908,8.3
Doug McDermott,12.74862824,8.05,11.72039226,9.0
Norman Powell,0.0,0.0,0.0,0.0
Kyle Korver,13.00889043,11.45,12.43917748,9.9
Tony Snell,9.978572927,8.85,10.71882646,11.4
Drew Eubanks,0.0,2.75,0.0,0.0
Meyers Leonard,14.71093951,15.95,15.74422324,13.1
Jake Layman,11.59605969,12.7,11.36615906,11.3
Dillon Brooks,0.0,0.0,0.0,0.0
Raymond Felton,0.0,10.75,0.0,0.0
Luke Kennard,0.0,0.0,0.0,0.0
Darius Miller,13.64926594,12.35,12.94991076,10.7
MarShon Brooks,11.02502609,13.0,10.77551781,12.1
John Henson,0.0,0.0,0.0,0.0
Cameron Payne,8.989024718,10.45,8.469999788,16.3
Jakob Poeltl,10.3638776,14.9,11.04617909,10.8
Michael Carter-Williams,0.0,9.45,0.0,0.0
Dwayne Bacon,10.2803236,12.2,11.29944543,10.4
Malik Beasley,12.94958248,15.5,12.50433552,12.0
Maxi Kleber,17.01810786,15.85,17.7308669,15.4
Tyler Cavanaugh,0.0,8.15,0.0,0.0
Dzanan Musa,0.0,1.95,0.0,0.0
Ike Anigbogu,0.0,4.4,0.0,0.0
Ryan Broekhoff,0.0,2.8,0.0,0.0
Michael Porter Jr.,0.0,0.0,0.0,0.0
C.J. Williams,0.0,3.5,0.0,0.0
Royce O'Neale,10.79703779,6.95,10.21398476,9.1
Troy Daniels,0.0,6.6,0.0,0.0
Lance Thomas,0.0,0.0,0.0,0.0
Jevon Carter,0.0,0.0,0.0,0.0
D.J. Wilson,0.0,4.6,0.0,0.0
Tyler Ulis,0.0,32.0,0.0,0.0
Alec Burks,13.39537295,10.3,13.91129721,12.4
Brad Wanamaker,0.0,5.666666666666667,0.0,0.0
Daniel Hamilton,0.0,6.55,0.0,0.0
Kenneth Faried,0.0,5.4,0.0,0.0
Jarred Vanderbilt,0.0,0.0,0.0,0.0
George King,0.0,0.0,0.0,0.0
Rodions Kurucs,0.0,10.75,0.0,0.0
J.P. Macura,0.0,0.0,0.0,0.0
Salah Mejri,7.380495877,9.3,6.681736838,3.5
Jodie Meeks,0.0,0.0,0.0,0.0
Marcus Derrickson,0.0,1.375,0.0,0.0
Nazareth Mitrou-Long,0.0,0.0,0.0,0.0
Elie Okobo,0.0,9.5,0.0,0.0
Ekpe Udoh,0.8673258255,3.2,0.9164017704,3.7
De'Anthony Melton,0.0,8.0,0.0,0.0
Solomon Hill,0.0,9.55,0.0,0.0
Treveon Graham,0.0,0.0,0.0,0.0
Donte DiVincenzo,0.0,0.0,0.0,0.0
Keita Bates-Diop,0.0,4.875,0.0,0.0
Kosta Koufos,0.0,0.0,0.0,0.0
Georges Niang,8.279922817,1.5,7.92329156,6.3
Channing Frye,0.0,10.2,0.0,0.0
Ryan Anderson,0.0,8.3,0.0,0.0
Joe Chealey,0.0,0.0,0.0,0.0
Jabari Bird,0.0,0.0,0.0,0.0
Robert Williams,0.0,4.375,0.0,0.0
Billy Preston,0.0,0.0,0.0,0.0
Jahlil Okafor,0.0,10.15,0.0,0.0
Ron Baker,0.0,2.85,0.0,0.0
Torrey Craig,0.0,5.2,0.0,0.0
Skal Labissiere,0.0,5.25,0.0,0.0
Raul Neto,0.0,10.05,0.0,0.0
Kostas Antetokounmpo,0.0,0.0,0.0,0.0
Ray Spalding,0.0,0.0,0.0,0.0
Daniel Theis,5.255437149,11.95,5.395631737,9.9
Justin Patton,0.0,0.0,0.0,0.0
Wade Baldwin IV,0.0,1.6,0.0,0.0
Seth Curry,0.0,6.25,0.0,0.0
Theo Pinson,0.0,3.875,0.0,0.0
Deonte Burton,0.0,4.55,0.0,0.0
Jacob Evans III,0.0,3.25,0.0,0.0
Tyler Dorsey,0.0,8.0,0.0,0.0
Frank Jackson,6.919590794,5.85,6.334059188,7.0
Tyler Davis,0.0,0.0,0.0,0.0
Daryl Macon,0.0,0.0,0.0,0.0
Michael Beasley,0.0,8.3,0.0,0.0
Jared Terrell,0.0,12.25,0.0,0.0
Moritz Wagner,0.0,0.0,0.0,0.0
Christian Wood,0.0,4.0625,0.0,0.0
Vincent Edwards,0.0,4.75,0.0,0.0
Omri Casspi,3.420279194,7.2,3.357661137,10.4
Grayson Allen,0.0,4.0,0.0,0.0
Johnathan Williams,0.0,8.35,0.0,0.0
Ivica Zubac,0.0,8.65,0.0,0.0
Courtney Lee,0.0,0.0,0.0,0.0
Jaylen Adams,0.0,3.1666666666666665,0.0,0.0
Khyri Thomas,0.0,2.875,0.0,0.0
Ben McLemore,0.0,3.0,0.0,0.0
Brandon Knight,0.0,0.0,0.0,0.0
Devonte' Graham,0.0,5.166666666666667,0.0,0.0
Lonnie Walker IV,0.0,0.0,0.0,0.0
Bruce Brown Jr.,0.0,7.0,0.0,0.0
Demetrius Jackson,0.0,3.45,0.0,0.0
Quincy Pondexter,0.0,5.9,0.0,0.0
Edmond Sumner,0.0,1.25,0.0,0.0
Harry Giles,11.99527163,12.15,12.19761622,10.2
Yuta Watanabe,0.0,4.25,0.0,0.0
Zhaire Smith,0.0,0.0,0.0,0.0
Isaiah Hicks,0.0,14.15,0.0,0.0
Justin Anderson,5.099100091,3.45,6.335406682,0.0
Bismack Biyombo,7.520572905,5.7,7.317667588,7.2
Trevon Bluiett,0.0,0.0,0.0,0.0
TJ Leaf,2.602319173,5.35,2.39960208,3.9
Jerryd Bayless,0.0,0.0,0.0,0.0
Trevon Duval,0.0,0.0,0.0,0.0
Frank Kaminsky,4.421182977,4.15,4.552273916,4.2
Kristaps Porzingis,0.0,0.0,0.0,0.0
Yogi Ferrell,0.0,9.1,0.0,0.0
Thomas Welsh,0.0,2.75,0.0,0.0
D.J. Stephens,0.0,0.0,0.0,0.0
Tim Frazier,0.0,4.35,0.0,0.0
Robin Lopez,12.75819109,8.3,12.05655426,8.9
Alex Abrines,0.0,0.0,0.0,0.0
Sviatoslav Mykhailiuk,0.0,3.1,0.0,0.0
Miles Plumlee,11.59679211,14.5,11.96470499,12.5
Chimezie Metu,0.0,6.85,0.0,0.0
Luol Deng,0.0,8.0,0.0,0.0
Damion Lee,14.32616154,9.3,14.77408634,7.8
Jose Calderon,6.897777346,6.05,6.902273988,6.0
Semi Ojeleye,1.607395575,4.35,1.689851172,4.5
Jordan Loyd,0.0,8.375,0.0,0.0
Chandler Parsons,0.0,0.0,0.0,0.0
Terrance Ferguson,9.518378175,14.2,9.532120157,9.7
Jamal Crawford,12.99421626,13.45,12.96437651,8.6
Kenrich Williams,0.0,2.25,0.0,0.0
Gary Trent Jr.,0.0,0.0,0.0,0.0
Alan Williams,0.0,13.6,0.0,0.0
Abdel Nader,0.0,2.95,0.0,0.0
Wayne Selden Jr.,9.568767019,10.1,9.05842654,10.3
Jaylen Morris,0.0,11.3,0.0,0.0
Patrick Patterson,10.24981018,8.0,10.25444097,11.5
Amir Johnson,7.443331386,8.5,7.662367173,10.9
Ivan Rabb,0.0,4.2,0.0,0.0
Troy Williams,0.0,11.4,0.0,0.0
Zhou Qi,0.0,5.45,0.0,0.0
Alex Caruso,0.0,17.95,0.0,0.0
Marquese Chriss,0.0,3.5,0.0,0.0
Anfernee Simons,0.0,4.0625,0.0,0.0
Tyler Lydon,0.0,2.5,0.0,0.0
Denzel Valentine,0.0,0.0,0.0,0.0
Dejounte Murray,0.0,0.0,0.0,0.0
Thon Maker,10.04111025,9.3,10.6865067,11.6
Caleb Swanigan,0.0,7.15,0.0,0.0
Luke Kornet,0.0,7.35,0.0,0.0
Rawle Alkins,0.0,0.0,0.0,0.0
Zach Lofton,0.0,1.5,0.0,0.0
Jonah Bolden,0.0,0.0,0.0,0.0
Guerschon Yabusele,0.0,7.1,0.0,0.0
Shake Milton,0.0,0.0,0.0,0.0
Isaac Bonga,0.0,0.0,0.0,0.0
Anthony Tolliver,0.0,8.25,0.0,0.0
James Nunnally,0.0,5.35,0.0,0.0
Henry Ellenson,0.0,20.45,0.0,0.0
Alize Johnson,0.0,2.3333333333333335,0.0,0.0
Zach Randolph,0.0,22.7,0.0,0.0
Dragan Bender,0.0,2.45,0.0,0.0
Shaun Livingston,13.40177637,12.3,13.49862662,12.4
PJ Dozier,0.0,1.375,0.0,0.0
Chris Boucher,0.0,7.166666666666667,0.0,0.0
Keenan Evans,0.0,0.0,0.0,0.0
Sterling Brown,5.0081937,4.25,4.817568247,4.3
Matthew Dellavedova,0.0,5.6,0.0,0.0
Tony Bradley,0.0,3.0,0.0,0.0
Thabo Sefolosha,0.0,6.15,0.0,0.0
Cristiano Felicio,2.444546141,4.45,2.460419336,10.8
Andre Roberson,0.0,0.0,0.0,0.0
Wenyen Gabriel,0.0,0.0,0.0,0.0
DeVaughn Akoon-Purcell,0.0,3.4375,0.0,0.0
Nik Stauskas,13.7675543,9.6,14.26079519,14.0
Davon Reed,0.0,6.5,0.0,0.0
